code,L1_Code,L1_Name,L2_Code,L2_Name,L3_Code,L3_Name,L4_Code,L4_Name,L5_Code,L5_Name,Description,References,Questions,Notes,,,,,,,,,,,,,,,,,
32270,30000,Public Safety,32000,Police Department,32200,Crime Control and Investigation,32270,Custody of Property,,,"Search and seizure is a procedure used in many civil law and common law legal systems by which police or other authorities and their agents, who suspect that a crime has been committed, do a search of a person's property and confiscate any relevant evidence to the crime.",https://en.wikipedia.org/wiki/Search_and_seizure,I suggest changing the title to Seizure of Property.  Thoughts?,,,,,,,,,,,,,,,,,,
32280,30000,Public Safety,32000,Police Department,32200,Crime Control and Investigation,32280,Crime Laboratory,,,"A crime laboratory - often shortened to crime lab - is a scientific laboratory, using primarily forensic science for the purpose of examining evidence from criminal cases.",https://en.wikipedia.org/wiki/Crime_lab,,,,,,,,,,,,,,,,,,,
32300,30000,Public Safety,32000,Police Department,32300,Traffic Law Enforcement,,,,,"The primary duty of patrol officers is the enforcement of traffic laws in order to reduce traffic collisions, their resulting injuries, and to facilitate the safe and expedient flow of vehicular and pedestrian traffic. These efforts result in safer roadways and streets, fewer fatalities and injuries, and reduced property damage.",Umass; http://www.police.iastate.edu/patrol/traffic-enforcement,,,,,,,,,,,,,,,,,,,
32310,30000,Public Safety,32000,Police Department,32300,Traffic Law Enforcement,32310,Motor Vehicle Inspection and Regulation,,,"Clean air and safe roads have long been important.  This program tests vehicle emissions to limit air pollution and the installed safety equipment to decrease the potential for accidents.  As vehicles have become more sophisticated, the tests have been updated to ensure that, to the extent possible, problems are identified and repaired before they create risks to public health and safety.",Umass; http://massvehiclecheck.state.ma.us/about.html,,,,,,,,,,,,,,,,,,,
32390,30000,Public Safety,32000,Police Department,32300,Traffic Law Enforcement,32390,Other - Traffic Control,,,All other traffic control actions or functions that are not specifically mentioned elsewhere in this document.,Umass,UMASS - Has this in Other Category,,,,,,,,,,,,,,,,,,
32400,30000,Public Safety,32000,Police Department,32400,Police Training,,,,,"The Academy/Training Unit is responsible for coordinating and directing the Police Department's training efforts. The Academy also maintains training records and files for each officer, facilitates sending officers to training outside the Department and distributes training materials and legal updates to Department members.",https://www.cambridgema.gov/cpd/policeunits/supportservicesdivision/academyandtrainingunit,,,,,,,,,,,,,,,,,,,
32450,30000,Public Safety,32000,Police Department,32450,Special Detail Services,,,,,"Detail management group that provides oversight to the process of providing off duty police officers for private functions.  This includes accepting the applications, securing payment, sourcing and assigning officers to private functions.",,,,,,,,,,,,,,,,,,,,
32500,30000,Public Safety,32000,Police Department,32500,Police Stations and Buildings,,,,,"Provides maintenance for Police Stations and Buildings.  Crews provide general maintenance which includes all electrical, plumbing, heating, air conditioning and structural maintenance as required.",https://www.como.gov/PublicWorks/bldg_maint.php,,,,,,,,,,,,,,,,,,,
32550,30000,Public Safety,32000,Police Department,32550,Dispatcher,,,,,Police dispatchers are emergency communications professionals who are called upon to ensure the successful transmission of information from callers in distress to responding police personnel.  Their work involves providing accurate and timely information to police officers and dispatching the appropriate personnel to incidents and emergencies through a two-way communications system within a city or municipal police department.,http://www.911dispatcheredu.org/police-dispatcher/,,,,,,,,,,,,,,,,,,,
32600,30000,Public Safety,32000,Police Department,32600,Medical Services,,,,,"Tactical Emergency Medical Services (TEMS) program to enhance response capabilities to incidents involving special weapons and tactics operations. This program will provide EMS support within the perimeter of tactical situations for victims, as well as law enforcement officers.",http://city.milwaukee.gov/EmergencyMedicalServices.htm#.WB-MBOErLEY,,,,,,,,,,,,,,,,,,,
32650,30000,Public Safety,32000,Police Department,32650,Public Relations,,,,,"The Public Relations Unit is an integral component of the Public Communications Section, Media Relations and Community Affairs Group, and the Office of the Chief of Police.  Committed to the Department's core value of Service to Our Communities, the Public Relations Unit is dedicated to the strategic progress of educating the public on important safety initiatives to help them improve their quality of life.",http://www.lapdonline.org/inside_the_lapd/content_basic_view/2031,,,,,,,,,,,,,,,,,,,
32700,30000,Public Safety,32000,Police Department,32700,Court Services,,,,,"The Court Services Department is where you will go to pay fines, tickets, schedule court appearances, and acquire Police accident\crash reports, incident reports and criminal history checks.",http://mccomb-ms.gov/departments/court_services.php,,,,,,,,,,,,,,,,,,,
32750,,Public Safety,32000,Police Department,32750,Crossing Guards,,,,,"A crossing guard  is a traffic management volunteer who is normally stationed on busy roadways to aid pedestrians.  This may be a contractor or police officer during busy traffic times at key intersections, with the intention to increase public safety by decreasing the chance of an accident.",ref: Lawrence MA; https://en.wikipedia.org/wiki/Crossing_guard,,,,,,,,,,,,,,,,,,,
32850,,Public Safety,32000,Police Department,32850,Auxiliary Police,,,,,"The Auxiliary Police Department is a volunteer reserve police force which assists with providing assistance with uniformed patrols, traffic control, crowd control, and other major events.",ref: Lawrence MA; https://en.wikipedia.org/wiki/New_York_City_Police_Department_Auxiliary_Police,,,,,,,,,,,,,,,,,,,
32900,30000,Public Safety,32000,Police Department,32900,Other - Police,,,,,All other police functions and actions that are not mentioned elsewhere in this document.,,,,,,,,,,,,,,,,,,,,
35000,30000,Public Safety,35000,Fire Department,,,,,,,"The Fire Department is an organization of dedicated professionals who are committed to serving the community by protecting life, property, and the environment through prevention, education, emergency medical, civil defense and fire service.  The department responds to emergencies including fires, vehicle accidents, hazardous materials incidents, technical rescues, medical assistance and large scale events held in the city.",https://www.boston.gov/departments/fire-operations,,,,,,,,,,,,,,,,,,,
35100,30000,Public Safety,35000,Fire Department,35100,Administration - Fire,,,,,"The Fire Department is typically run by a Fire Commissioner or Chief of the Department and is responsible for the management, planning, direction and control of the Department. The Administration Division assists with the management, personnel, fiscal, maintenance, communication, and procurement functions required for the Department to accomplish its mission.",,,,,,,,,,,,,,,,,,,,
35200,30000,Public Safety,35000,Fire Department,35200,Fire Fighting,,,,,"The Engine Company is the foundation of our department. They bring fire engines and water  to rescue calls. On the scene, firefighters must find the best course of action and make quick decisions. They use their training and skills to make these decisions based on the nature of the situation.",https://www.boston.gov/departments/fire-operations/how-fire-department-works,,,,,,,,,,,,,,,,,,,
35300,30000,Public Safety,35000,Fire Department,35300,Fire Prevention,,,,,"To protect the public from fire hazards, the Fire Prevention division inspects properties and issues relevant permits, licenses, and certificates. They also educate the public on fire safety and prevention.",https://www.boston.gov/departments/fire-operations/how-fire-department-works,,,,,,,,,,,,,,,,,,,
35310,,Public Safety,35000,Fire Department,35300,Fire Prevention,35310,Fire Suppression,,,"In the USA Fire Suppression systems are governed by the codes under the NFPA. Fire Suppression Systems are commonly used on heavy power equipment. Suppression systems use a combination of dry chemicals and/or wet agents to suppress equipment fires. Suppression systems have become a necessity to several industries as they help control damage and loss to equipment. Common means of detection are through heat sensors, wiring, or manual detection (depending on system selection).",ref: Lawrence MA; https://en.wikipedia.org/wiki/Fire_suppression_system,,,,,,,,,,,,,,,,,,,
35320,,Public Safety,35000,Fire Department,35300,Fire Prevention,35320,Fire Alarm,,,"The duties of the Fire Alarm Division include reviewing plans for new fire alarm systems and alterations to existing alarm systems. They also perform acceptance tests for fire alarm systems after installation, review business licenses for the Fire Marshall, maintain municipal fire alarm systems, and work with the administration department to keep records of testing fire alarm systems, sprinkler systems, and supression systems.",ref: Lawrence MA,,,,,,,,,,,,,,,,,,,
35390,,Public Safety,35000,Fire Department,35300,Fire Prevention,35390,Other - Fire Prevention,,,All other fire prevention functions or actions that are not specifically mentioned elsewhere within this document.,,,,,,,,,,,,,,,,,,,,
35400,30000,Public Safety,35000,Fire Department,35400,Fire Training,,,,,"The Training Division manages firefighters as they begin and develop in their careers. They research and put in place new training programs. They also learn about new tools and equipment, and bring that knowledge to firefighters.",https://www.boston.gov/departments/fire-operations/how-fire-department-works,,,,,,,,,,,,,,,,,,,
35500,30000,Public Safety,35000,Fire Department,35500,Fire Communications,,,,,"The Communications section is responsible for radio and telephone equipment maintenance throughout the department, as well as the dispatching of alarms.",http://www.austintexas.gov/department/communications-0,,,,,,,,,,,,,,,,,,,
35600,30000,Public Safety,35000,Fire Department,35600,Medical Services,,,,,The Fire Department Medical Services Division is an integral component of critical pre-hospital care in the community. A majority of the emergency calls that the average Fire Department responds to are medical in nature. That is why nearly all members of the average Fire Department are certified Emergency Medical Technicians and there is a full complement of Paramedics at each station. Together with other emergency care providers.,http://www2.oaklandnet.com/government/o/OFD/o/EmergencyMedicalServices/index.htm,,,,,,,,,,,,,,,,,,,
35700,30000,Public Safety,35000,Fire Department,35700,Fire Stations and Buildings,,,,,"Provides maintenance for Fire Stations and Buildings.  Crews provide general maintenance which includes all electrical, plumbing, heating, air conditioning and structural maintenance as required.",https://www.como.gov/PublicWorks/bldg_maint.php,,,,,,,,,,,,,,,,,,,
35710,,Public Safety,35000,Fire Department,35700,Fire Stations and Buildings,35710,Mechanical Division,,,"The Mechanics maintain all Fire assigned vehicles, performing annual State Inspections, upkeep and the required repairs.  During this procedure the Self Contained Breathing Apparatus (SCBA’s) are also flowed to specifications and are checked for wear and fatigued parts spare SCBA’s and all air bottles.  Along with SCBA’s all off board power plants, such as chain saws, portable generators, and vent fans are also serviced.  Hurst Tool (Jaws of Life) cutters, spreaders, generators, power plant hoses, are also inspected and repaired by the EFD mechanics.  The mechanics also perform duties outside of their repair shop. This consists of maintaining the Plymo vent system, (Exhaust gas filtration system) removing diesel exhaust fumes from the firehouse. And also servicing the emergency house generators at each fire station.  Mechanics perform annual pump tests on the fire trucks and ladder tests on the aerial trucks front line and backup.",ref: Lawrence MA; http://www.erie.pa.us/fire/Divisions/MechanicalDivision.aspx,,,,,,,,,,,,,,,,,,,
35720,,Public Safety,35000,Fire Department,35700,Fire Stations and Buildings,35720,Electrical Division,,,The electrical division is responsible for maintaining all electrical equipment for the department.  This includes all communication and sophisticated thermal imagery equipment.  The division is responsible for the electrical repairs and maintenance for the Fire Station itself and any other relevant buildings.  This group may be tasked with securing power in an actual emergency in order to protect other fire fighters.,ref: Lawrence MA,,,,,,,,,,,,,,,,,,,
35790,,Public Safety,35000,Fire Department,35700,Fire Stations and Buildings,35790,Other - Fire Station and Buildings,,,All other Fire Station and Buildings functions or actions that are not specifically mentioned elsewhere in this document.,,,,,,,,,,,,,,,,,,,,
35900,30000,Public Safety,35000,Fire Department,35900,Other - Fire Department,,,,,All other Fire Department functions and actions that are not mentioned elsewhere in this document.,,,,,,,,,,,,,,,,,,,,
36000,30000,Public Safety,36000,Emergency Medical Services,,,,,,,"Emergency Medical Services (EMS) is committed to compassionately delivering excellent pre-hospital care, and to protecting the safety and health of the public.",https://www.boston.gov/departments/emergency-medical-services/boston-emergency-medical-services,,,,,,,,,,,,,,,,,,,
36100,30000,Public Safety,36000,Emergency Medical Services,36100,Administration - EMS,,,,,"The Office of the Director includes our Community Relations Team, Human Resources, Businesses Analysis & Research Team, and Safety. This group is responsible for a variety of tasks including working with and educating the community, analyzing data to improve performance, ensuring continued employee safety, and recruiting our employees and providing them needed resources.  The division also includes all personnel resonsible for administration and finance, made up of Accounts Payable, Billing and Records, Financial Monitoring, Payroll, and Purchasing and Supply, our Administration and Finance team is responsible for managing our finances, salaries, billing, grants, and equipment.",http://www.austintexas.gov/department/ems-divisions,,,,,,,,,,,,,,,,,,,
36200,30000,Public Safety,36000,Emergency Medical Services,36200,EMS training,,,,,The Training Division is responsible for the education and development of all EMS EMTs and Paramedics.  Our uniformed staff gets regularly scheduled continuing education and refresher training that meets or surpasses State standards. The Training Division oversees the six-month EMT-Recruit academy.,https://www.boston.gov/departments/emergency-medical-services/boston-emergency-medical-services,,,,,,,,,,,,,,,,,,,
36300,30000,Public Safety,36000,Emergency Medical Services,36300,EMS Operations,,,,,"The Field Operations Division is responsible for delivering the 9-1-1 emergency medical response to the citizens and visitors of our area of responsibility. The division works 24-hours a day, 365 days a year. We utilize a two-tier response model offering Basic Life Support and Advanced Life Support.",https://www.boston.gov/departments/emergency-medical-services/boston-emergency-medical-services,,,,,,,,,,,,,,,,,,,
36310,30000,Public Safety,36000,Emergency Medical Services,36300,EMS Operations,36310,Ambulance Service,,,"Basic Life Support ambulances are staffed with two EMTs who are trained to respond to critical incidents. They are responsible for treating, stabilizing, and transporting patients to hospitals. Advanced Life Support ambulances are staffed by two Paramedics who have highly-developed medical skills. They are also capable of delivering complex treatments in the field.",https://www.boston.gov/departments/emergency-medical-services/boston-emergency-medical-services,,,,,,,,,,,,,,,,,,,
36320,30000,Public Safety,36000,Emergency Medical Services,36300,EMS Operations,36320,Emergency Medical Technicians,,,"EMTs are clinicians, trained to respond quickly to emergency situations regarding medical issues, traumatic injuries and accident scenes.",https://en.wikipedia.org/wiki/Emergency_medical_technician,,,,,,,,,,,,,,,,,,,
36390,30000,Public Safety,36000,Emergency Medical Services,36300,EMS Operations,36390,Other - EMS Operation,,,All other EMS operations functions and actions that are not mentioned elsewhere in this document.,,,,,,,,,,,,,,,,,,,,
36500,30000,Public Safety,36000,Emergency Medical Services,36500,Medical services,,,,,"Specially trained Paramedics that provide advanced medical life support in situations such as Weapons of Mass Destruction events, tactical/medical rescue for SWAT operations, hazardous materials exposure, and helicopter rescue operations.",http://www.sanantonio.gov/SAFD/About/Divisions/Emerency-Medical-Services,,,,,,,,,,,,,,,,,,,
36600,30000,Public Safety,36000,Emergency Medical Services,36600,EMS stations and buildings,,,,,"Provides maintenance for EMS Stations and Buildings.  Crews provide general maintenance which includes all electrical, plumbing, heating, air conditioning and structural maintenance as required.",,,,,,,,,,,,,,,,,,,,
36700,30000,Public Safety,36000,Emergency Medical Services,36700,Dispatcher,,,,,"Often referred to as “the real first responders,” EMT-Telecommunicators assigned to Dispatch Operations: answer 9-1-1 phone lines, provide pre-arrival instructions to callers, dispatch EMS units, and
coordinate communication between prehospital providers and receiving hospitals throughout the area of responsibility.",https://www.boston.gov/departments/emergency-medical-services/boston-emergency-medical-services,,,,,,,,,,,,,,,,,,,
36900,30000,Public Safety,36000,Emergency Medical Services,36900,Other - EMS,,,,,All other EMS operations functions and actions that are not mentioned elsewhere in this document.,,,,,,,,,,,,,,,,,,,,
37000,30000,Public Safety,37000,Coroner/Medical Examiner,,,,,,,"A coroner/medical examiner is a person whose standard role is to confirm and certify the death of an individual within a jurisdiction. A coroner/medical examiner may also conduct or order an inquest into the manner or cause of death, and investigate or confirm the identity of an unknown person who has been found dead within their jurisdiction.",https://en.wikipedia.org/wiki/Coroner,,,,,,,,,,,,,,,,,,,
38000,30000,Public Safety,38000,E-911,,,,,,,"An incoming 9-1-1 call is normally answered at the Public Safety Answering Point (PSAP) of the governmental agency that has jurisdiction over the caller's location. When the 9-1-1 call arrives at the appropriate PSAP, it is answered by a specially trained official known as a Telecommunicator. In some jurisdictions the Telecommunicator is also the dispatcher of public safety response resources. When a landline call arrives at the PSAP, special computer software uses the telephone number to retrieve and display the location of the caller in near real-time upon arrival of the call.",https://en.wikipedia.org/wiki/Enhanced_9-1-1,,,,,,,,,,,,,,,,,,,
39000,30000,Public Safety,39000,Other Protection,,,,,,,"A Public Safety has a broad range of responsibilities that go well beyond the traditional Police, Fire, and EMS departments.  This group is made up of dedicated professionals who work tirelessly to protect the general safety of the public with their specific expertise.",,,,,,,,,,,,,,,,,,,,
39100,30000,Public Safety,39000,Other Protection,39100,Animal Control,,,,,"Animal Care and Control (AC&C) is designed to prevent the spread of rabies through vaccinations and education, support a database of registered dogs and cats, and maintain a lost and found network. AC&C staff are responsible for enforcing county ordinances and state laws pertaining to animal-related complaints. Investigations are done regarding nuisance complaints, allegations of animal cruelty or neglect, as well as reports of stray, roaming or injured animals; or dangerous, vicious or biting animals.",https://www.lakecountyil.gov/152/Animal-Care-Control,,,,,,,,,,,,,,,,,,,
39110,,Public Safety,39000,Other Protection,39110,Weed Control,,,,,"The City's weed control program encompasses a proactive approach to maintain a controlled weed environment as well as responding to resident’s observations and concerns.  Weed control provides fire safety, pleasing neighborhood aesthetics, street cleanliness, and the reduction of related health issues.",http://www.sanjoseca.gov/index.aspx?NID=1908,,created 11/12/2016 based on PA DCED CoA p20,,,,,,,,,,,,,,,,,
39200,30000,Public Safety,39000,Other Protection,39200,Emergency Management,,,,,"We coordinate emergency management, emergency preparedness, and homeland security planning for the City. Our mission is to enhance the City's capacity to prevent, protect against, respond to, and recover from major emergencies.",https://www.boston.gov/departments/emergency-management,,,,,,,,,,,,,,,,,,,
39300,30000,Public Safety,39000,Other Protection,39300,Militia and Armories,,,,,"National Guard Armory or National Guard Armory Building is any one of numerous buildings of the U.S. National Guard where a unit trains, meets, and parades. As well as a drill hall itself, they usually feature other facilities such as a gymnasium, Motor transport department, lecture rooms, stores, an arms room, administrative offices and mess hall.",https://en.wikipedia.org/wiki/National_Guard_Armory,,,,,,,,,,,,,,,,,,,
39350,30000,Public Safety,39000,Other Protection,39350,Civil Defense,,,,,"The objective of the Emergency Management Office is to work closely with local emergency responders to provide emergency assistance to residents in the event of emergencies, natural and man-made disasters. Responders include, but not limited to Fire Department, American Red Cross, Social Services, area Churches, and other non-profit organizations. (The term Civil Defense is an older term that has been replaced by Emergency Management for most of the country, this is the exact definition from one such department.)",http://cmvny.com/departments/civil-defense/,MA SchedA: Check new definition,"Take another look - Mount Vernon NY, Beverly MA, Medford MA",,,,,,,,,,,,,,,,,
39400,30000,Public Safety,39000,Other Protection,39400,Examination of Licensed Occupations,,,,,"The Division of Professions and Occupations provides consumer protection through its regulation of  all specific licenses, occupations, and entities chosed due to their potential to cause public harm if fraudulent.",https://www.colorado.gov/pacific/dora/dpo,,,,,,,,,,,,,,,,,,,
39600,30000,Public Safety,39000,Other Protection,39600,Flood Control,,,,,"Flood protection is the primary service provided by the Flood Control Division, and is provided through the maintenance and operation of the flood control infrastructure consisting of pump stations, pressure sewers, levees, flood walls, drainage/closure structures, channels, floodway and miscellaneous facilities.",http://dallascityhall.com/departments/trinitywatershedmanagement/Pages/Flood-Control.aspx,,,,,,,,,,,,,,,,,,,
39650,30000,Public Safety,39000,Other Protection,39650,Forestry,,,,,"Forestry plants and maintains trees, as well as gives residents the skills they need to care for the city’s urban forest.  Forestry crews also ensure the safety of residents by removing hazardous limbs and trees on city property, and by responding after storms to clear debris and other hazards from city streets.",http://fortworthtexas.gov/forestry/,MA SchedA,,,,,,,,,,,,,,,,,,
39660,30000,Public Safety,39000,Other Protection,39660,Harbormaster,,,,,"The Harbormaster's Office is responsible for ensuring the safe and enjoyable use of navigable City Waters, managing all public and private moorings, bulkhead, slips at City Dock, shoreline, as well as various park docks and street-end landings.",http://www.annapolis.gov/government/city-departments/harbormaster,MA SchedA,,,,,,,,,,,,,,,,,,
39900,30000,Public Safety,39000,Other Protection,39900,Other - Protection (Unclassified),,,,,"All other Public Safety functions (not including police, fire, or EMS services) and actions that are not mentioned elsewhere in this document.",,,,,,,,,,,,,,,,,,,,
40000,40000,Public Works,,,,,,,,,The Department of Public Works is a service organization responsible for providing essential public works infrastructure support services for the citizens of the municipality.,http://www.scituatema.gov/department-of-public-works,,,,,,,,,,,,,,,,,,,
41000,40000,Public Works,41000,Administration - Public Works,,,,,,,Command and Control as well as administrative functions to support the overall Public Works service organization.,,,,,,,,,,,,,,,,,,,,
41100,,Public Works,41000,Administration - Public Works,41100,Director's Office,,,,,"A public works director supervises the activities of various departments within the public works sector. These departments might include streets and sanitation, parks and grounds, engineering, utilities and equipment maintenance. In general, the director oversees the physical facilities of a community and any services that enable a community to function. A public works director works under the direction of and provides administrative assistance to a city manager.",ref: Lawrence MA.; http://study.com/articles/Public_Works_Director_Job_Description_Duties_and_Outlook.html,,,,,,,,,,,,,,,,,,,
41200,,Public Works,41000,Administration - Public Works,41200,Admin & Finance,,,,,Provides administration support and financial management for the Department of Public Works.  This division may also be responsibile for procurement and contracting for the department if the municipality does not maintain this role centrally.,ref: Lawrence MA,,,,,,,,,,,,,,,,,,,
41900,,Public Works,41000,Administration - Public Works,41900,Other - Administration - Public Works,,,,,All other Public Works Administrative functions or actions that are not specifcially mentioned elsewhere in this document.,,,,,,,,,,,,,,,,,,,,
41500,40000,Public Works,41500,Engineering - Public Works,,,,,,,"The Engineering Division provides technical assistance to the many sectors of Town Government. It involves engineering surveys, studies and investigations; implementation of capital improvement projects; design and cost estimating for contracted construction projects; contract administration; project management for Capital, Federal and State Aid projects; preparation of Town maps and records, and engineering assistance to the DPW operating divisions, Town agencies and general public.",http://www.scituatema.gov/engineering-division,,,,,,,,,,,,,,,,,,,
41510,40000,Public Works,41500,Engineering - Public Works,41510,Engineer,,,,,"City engineers are civil engineers who are employed by city governments. They design roads, bridges and other infrastructure projects and ensure they adhere to budgetary and environmental requirements. City engineers also oversee the execution of their projects, so they must have management skills.",http://work.chron.com/duties-city-engineer-14184.html,MA SchedA,,,,,,,,,,,,,,,,,,
41590,40000,Public Works,41500,Engineering - Public Works,41590,Other - Public Works Engineering,,,,,All other Public Works Engineering support personnel who have not attained a Professional Engineer designation.,,,,,,,,,,,,,,,,,,,,
42000,40000,Public Works,42000,Streets and Highways,,,,,,,"We work 24 hours a day, seven days a week to care for the City’s streets and sidewalks. We run the City’s street cleaning program and fix potholes, and empty out litter baskets and pick up trash around the City. During snowstorms, we plow and de-ice all public streets in the City.",https://www.boston.gov/departments/public-works/about-public-works,,,,,,,,,,,,,,,,,,,
42100,40000,Public Works,42000,Streets and Highways,42100,Administration - Streets and Highways,,,,,"Command and Control as well as administrative functions to support the maintenance, repair, replacement, and creation of all Street, Highways, and any additional support infrastructure.",,,,,,,,,,,,,,,,,,,,
42120,,Public Works,42000,Streets and Highways,42120,DPW Street Operations,,,,,"Our mission is to provide high quality, innovative and cost effective maintenance of City streets, signs, and rights-of-ways with the highest service level possible to the citizens of our city.

The Division’s primary efforts include the Grounds Maintenance Program, the Street Repair and Maintenance Program, and Emergency Response. These services enhance the lives of our citizens and the quality of our neighborhoods and business districts.",ref: Lawrence MA; https://www.cityoftacoma.org/government/city_departments/public_works/street_operations,,,,,,,,,,,,,,,,,,,
42200,40000,Public Works,42000,Streets and Highways,42120,DPW Street Operations,42200,Roadways and Walkways,,,"Like all infrastructure, roadways deteriorate over time due to wear and tear from use, from the weathering by heat, freezing and thawing, and precipitation. Resurfacing and reconstruction is determined by a multitude of factors. DOT conducts regular inspections to assess pavement conditions, and assigns ratings based on the overall condition, patching, and cracking.",http://www.nyc.gov/html/dot/html/infrastructure/construction.shtml,,,,,,,,,,,,,,,,,,,
42210,40000,Public Works,42000,Streets and Highways,42120,DPW Street Operations,42210,Paved Streets,,,"Resurfacing addresses problems on the surface of the roadway by replacing the top layer of asphalt pavement. It also addresses issues like potholes, cracking, hummocks, bumps and patches of street cuts (typically a result of utility and other underground work). Resurfacing is a less expensive, short-term method of maintaining the quality of existing streets.",http://www.nyc.gov/html/dot/html/infrastructure/construction.shtml,,,,,,,,,,,,,,,,,,,
42220,40000,Public Works,42000,Streets and Highways,42120,DPW Street Operations,42220,Unpaved Streets,,,Street Maintenance employees check and grade improved gravel streets as needed. This usually happens in the fall and in the spring. Gravel shoulders are also done during our grading operations.,https://my.spokanecity.org/streets/maintenance/grading/,,,,,,,,,,,,,,,,,,,
42230,40000,Public Works,42000,Streets and Highways,42120,DPW Street Operations,42230,Alleys,,,"Unpaved and neglected alleys have a negative ecological and economical impact.  The Alley support team works with residents to ensure that the proper level of maintenance is completed or that the alley is eventually paved.  If no responsible party exists, this group may complete the work themselves.",https://www.denvergov.org/content/denvergov/en/streets-and-sidewalks/street-maintenance-improvement.html,,,,,,,,,,,,,,,,,,,
42240,40000,Public Works,42000,Streets and Highways,42120,DPW Street Operations,42240,Sidewalks and Crosswalks,,,"Personnel who maintain public sidewalks and crosswalks.  This group may also fine citizens who do not maintain sidewalks that run adjacent to their private property, which is commonly required by law.",http://www.nyc.gov/html/dot/html/infrastructure/sidewalkintro.shtml,,,,,,,,,,,,,,,,,,,
42250,40000,Public Works,42000,Streets and Highways,42120,DPW Street Operations,42250,Street Cleaning,,,"Ensures that paved streets are acceptably clean, thereby preventing accelerated deterioration of asphalt streets. Assists in emergency operations.",https://www.mylubbock.us/departmental-websites/departments/street-department/home,,,,,,,,,,,,,,,,,,,
42300,40000,Public Works,42000,Streets and Highways,42120,DPW Street Operations,42300,"Bridges, Viaducts, and Grade Separations",,,"The Bridge Division of the Public Works Department maintains the structural integrity and safety of all bridges, walls, public stairways, guardrails, and miscellaneous structures in the City street and County road right-of-way. Bridges are inspected annually to assure continued safety of the structures and to schedule structures for maintenance, repair, and/or replacement.",https://www.stpaul.gov/departments/public-works/bridge-division,,,,,,,,,,,,,,,,,,,
42400,40000,Public Works,42000,Streets and Highways,42120,DPW Street Operations,42400,Tunnels,,,"Personnel who maintain all types of tunnels supported by the Public Works Department.  These tunnels could include water, sewage, utilitiy, mass transit, and those acceptable for vehicle traffic.",,,,,,,,,,,,,,,,,,,,
42500,,Public Works,42000,Streets and Highways,42120,DPW Street Operations,42500,Maintenance and Repairs of Roads and Bridges,,,,,,created 11/12/2016 based on PA DCED CoA p20,,,,,,,,,,,,,,,,,
42600,40000,Public Works,42000,Streets and Highways,42120,DPW Street Operations,42600,Street Lighting,,,"The City’s street lighting program is designed to provide well-lighted streets throughout the City, thereby increasing pedestrian and vehicular safety, suppressing crime and increasing street capacities. The program also includes lighting on the state highways within the City.",http://www.gaithersburgmd.gov/services/public-works/street-lighting,,,,,,,,,,,,,,,,,,,
42700,40000,Public Works,42000,Streets and Highways,42120,DPW Street Operations,42700,Traffic Control - Engineering and Devices,,,"Traffic engineering is the analysis involved in traffic planning, design and operations. The City evaluates day-to-day traffic concerns, performs traffic engineering studies and makes recommendations and design plans for the installation of traffic control and calming devices. The goal is to improve the mobility, safety and capacity of our infrastructure.",http://www.miamidade.gov/publicworks/traffic-engineering.asp,,Refrenced in Waltham,,,,,,,,,,,,,,,,,
42800,40000,Public Works,42000,Streets and Highways,42800,"Snow, Sanding, and Ice Removal",,,,,"During snowstorms, we plow and de-ice all public streets in the City.  This can involve using organic city labor or contracting out with local resources to meet peak demand.",https://www.boston.gov/departments/public-works/about-public-works,,,,,,,,,,,,,,,,,,,
42820,40000,Public Works,42820,Transportation Facilities,,,,,,,"Transportation Facilities Maintenance oversees and conducts the necessary maintenance, repair, and cleaning for the facilities necessary for transportation systems.",http://www.cityofhenderson.com/public-works/divisions/facility-management,,,,,,,,,,,,,,,,,,,
42821,40000,Public Works,42820,Transportation Facilities,42821,Enterprise Operations,,,,,"Enterprise Asset Management encompasses the entire organization and recognizes the interdependencies of maintenance, operations, asset performance, personnel productivity, life cycle costs, and capital planning.",MA SchedA; http://www.cityworks.com/products/what-is-cityworks/asset-management/,,,,,,,,,,,,,,,,,,,
42822,40000,Public Works,42820,Transportation Facilities,42822,Mass Transit,,,,,"Mass Transit Facities Management oversses and conducts the necessary maintenance, repair, and cleaning of all mass transit facilities.  This group also works with other members of the Public Works Department to plan improvements to the mass transit system.",MA SchedA,,,,,,,,,,,,,,,,,,,
42823,40000,Public Works,42820,Transportation Facilities,42823,Airport,,,,,"Airport Facities Management oversses and conducts the necessary maintenance, repair, and cleaning of all airport facilities.  This group may also be responsible for maintaining the runway in support of continued use for both public and private aircraft.",MA SchedA,,,,,,,,,,,,,,,,,,,
42824,40000,Public Works,42820,Transportation Facilities,42824,Parking,,,,,"Parking Facilities Management manages the condition of all parking facilities associated with the City's infrastructure.  This group ensures those parking areas are maintained, cleaned, and sufficent for the needs of their intended use.",MA SchedA,,,,,,,,,,,,,,,,,,,
42825,40000,Public Works,42820,Transportation Facilities,42825,Special Facilities,,,,,"Special Facilities Management manages the condition of all of the City's Special Facilities.  This group ensures that these properties are maintained, cleaned, operated efficiently, and are able to complete the special function they were designed for.",MA SchedA,,,,,,,,,,,,,,,,,,,
42826,,Public Works,42820,Transportation Facilities,42826,Harbors & Marinas,,,,,,,,,,,,,,,,,,,,,,,,,
